"","Value","Treatment"
"CORT-Cold483",0.035015515513279,"CORT-Cold"
"CORT-Cold484",0.0515768837414909,"CORT-Cold"
"CORT-Cold485",0.0385163919583472,"CORT-Cold"
"CORT-Cold486",0.0491871353741219,"CORT-Cold"
"CORT-Cold487",0.0386391846553114,"CORT-Cold"
"CORT-Cold488",0.0403164608344253,"CORT-Cold"
"CORT-Cold489",0.0324628289671134,"CORT-Cold"
"CORT-Cold490",0.0449211942357779,"CORT-Cold"
"CORT-Cold491",0.0424759873119944,"CORT-Cold"
"CORT-Cold492",0.0430476072581254,"CORT-Cold"
"CORT-Cold493",0.0449441212776172,"CORT-Cold"
"CORT-Cold494",0.0323289944187756,"CORT-Cold"
"CORT-Cold495",0.0286858150227513,"CORT-Cold"
"CORT-Cold496",0.0496463289618969,"CORT-Cold"
"CORT-Cold497",0.0314691084303585,"CORT-Cold"
"CORT-Cold498",0.0413534920294277,"CORT-Cold"
"CORT-Cold499",0.0369980744809504,"CORT-Cold"
"CORT-Cold500",0.0382024806571036,"CORT-Cold"
"CORT-Cold501",0.0285700321612257,"CORT-Cold"
"CORT-Cold502",0.0393942708343872,"CORT-Cold"
"CORT-Cold503",0.0342280327230084,"CORT-Cold"
"CORT-Cold504",0.0401730178282654,"CORT-Cold"
"CORT-Cold505",0.046133868344144,"CORT-Cold"
"CORT-Cold506",0.031640123151712,"CORT-Cold"
"CORT-Cold507",0.0523694851858879,"CORT-Cold"
"CORT-Cold508",0.0481940915264809,"CORT-Cold"
"CORT-Cold509",0.0339428841205867,"CORT-Cold"
"CORT-Cold510",0.049096103686071,"CORT-Cold"
"CORT-Cold511",0.0384801345558299,"CORT-Cold"
"CORT-Cold512",0.0452168081665159,"CORT-Cold"
"CORT-Cold513",0.0448144625741798,"CORT-Cold"
"CORT-Cold514",0.0585514735299148,"CORT-Cold"
"CORT-Cold515",0.0458001292579244,"CORT-Cold"
"CORT-Cold516",0.0463933956214259,"CORT-Cold"
"CORT-Cold517",0.0298280685759248,"CORT-Cold"
"CORT-Cold518",0.0222394739851922,"CORT-Cold"
"CORT-Cold519",0.0432302427623005,"CORT-Cold"
"CORT-Cold520",0.0597498421369664,"CORT-Cold"
"CORT-Cold521",0.0356187928347358,"CORT-Cold"
"CORT-Cold522",0.0328758531435002,"CORT-Cold"
"CORT-Cold523",0.0271653369785886,"CORT-Cold"
"CORT-Cold524",0.0322591886957393,"CORT-Cold"
"CORT-Cold525",0.0322266358751999,"CORT-Cold"
"CORT-Cold526",0.0453599162194643,"CORT-Cold"
"CORT-Cold527",0.0524110271054506,"CORT-Cold"
"CORT-Cold528",0.0461639783056883,"CORT-Cold"
"CORT-Cold529",0.0461406600764947,"CORT-Cold"
"CORT-Cold530",0.0346582808426212,"CORT-Cold"
"CORT-Cold531",0.0493808765230289,"CORT-Cold"
"CORT-Cold532",0.0297555837674029,"CORT-Cold"
"CORT-Cold533",0.0519669982069573,"CORT-Cold"
"CORT-Cold534",0.0375920288702132,"CORT-Cold"
"CORT-Cold535",0.0416406027981093,"CORT-Cold"
"CORT-Cold536",0.033649344525435,"CORT-Cold"
"CORT-Cold537",0.0341673598542596,"CORT-Cold"
"CORT-Cold538",0.0360314862476927,"CORT-Cold"
"CORT-Cold539",0.0407961404219773,"CORT-Cold"
"CORT-Cold540",0.0447589192877195,"CORT-Cold"
"CORT-Cold541",0.0431759320195207,"CORT-Cold"
"CORT-Cold542",0.0376521213305193,"CORT-Cold"
"CORT-Cold543",0.0526326477408738,"CORT-Cold"
"CORT-Cold544",0.0546232376681496,"CORT-Cold"
"CORT-Cold545",0.0326045227995673,"CORT-Cold"
"CORT-Cold546",0.0401942458333313,"CORT-Cold"
"CORT-Cold547",0.0527432131767875,"CORT-Cold"
"CORT-Cold548",0.0345366660006306,"CORT-Cold"
"CORT-Cold549",0.035599362234859,"CORT-Cold"
"CORT-Cold550",0.0517633852459676,"CORT-Cold"
"CORT-Cold551",0.0454930977436099,"CORT-Cold"
"CORT-Cold552",0.0387999812524616,"CORT-Cold"
"CORT-Cold553",0.0392485810175359,"CORT-Cold"
"CORT-Cold554",0.0398017497889302,"CORT-Cold"
"CORT-Cold555",0.0427538476373626,"CORT-Cold"
"CORT-Cold556",0.0310885242026246,"CORT-Cold"
"CORT-Cold557",0.0354464341395451,"CORT-Cold"
"CORT-Cold558",0.0377852943363234,"CORT-Cold"
"CORT-Cold559",0.0498901835032292,"CORT-Cold"
"CORT-Cold560",0.0397444027864851,"CORT-Cold"
"CORT-Cold561",0.045642947210947,"CORT-Cold"
"CORT-Cold562",0.0399848272604825,"CORT-Cold"
"CORT-Cold563",0.036075705443869,"CORT-Cold"
"CORT-Cold564",0.039576203011583,"CORT-Cold"
"CORT-Cold565",0.04750280442853,"CORT-Cold"
"CORT-Cold566",0.0443589049989139,"CORT-Cold"
"CORT-Cold567",0.0306818928988514,"CORT-Cold"
"CORT-Cold568",0.0550464578213354,"CORT-Cold"
"CORT-Cold569",0.0350548390566995,"CORT-Cold"
"CORT-Cold570",0.0590558019135215,"CORT-Cold"
"CORT-Cold571",0.0461921615900016,"CORT-Cold"
"CORT-Cold572",0.0651283820198696,"CORT-Cold"
"CORT-Cold573",0.0441662746494999,"CORT-Cold"
"CORT-Cold574",0.0519838921264411,"CORT-Cold"
"CORT-Cold575",0.0388408885860162,"CORT-Cold"
"CORT-Cold576",0.0348515637845397,"CORT-Cold"
"CORT-Cold577",0.0495574397657946,"CORT-Cold"
"CORT-Cold578",0.0308378993653955,"CORT-Cold"
"CORT-Cold579",0.0378995177083269,"CORT-Cold"
"CORT-Cold580",0.0635061356664491,"CORT-Cold"
"CORT-Cold581",0.043402740618607,"CORT-Cold"
"CORT-Cold582",0.0453401130462172,"CORT-Cold"
"CORT-Cold583",0.0479595826710599,"CORT-Cold"
"CORT-Cold584",0.0269170764409418,"CORT-Cold"
"CORT-Cold585",0.0385487245541581,"CORT-Cold"
"CORT-Cold586",0.0247343046923444,"CORT-Cold"
"CORT-Cold587",0.0456424986975355,"CORT-Cold"
"CORT-Cold588",0.0419360274331255,"CORT-Cold"
"CORT-Cold589",0.0411441286389385,"CORT-Cold"
"CORT-Cold590",0.0364574358744804,"CORT-Cold"
"CORT-Cold591",0.0501987969893441,"CORT-Cold"
"CORT-Cold592",0.0225331914262149,"CORT-Cold"
"CORT-Cold593",0.0469232292990593,"CORT-Cold"
"CORT-Cold594",0.030543926033619,"CORT-Cold"
"CORT-Cold595",0.0336148852163822,"CORT-Cold"
"CORT-Cold596",0.0410713368383602,"CORT-Cold"
"CORT-Cold597",0.0437360891709789,"CORT-Cold"
"CORT-Cold598",0.0365914482113888,"CORT-Cold"
"CORT-Cold599",0.0433175387151798,"CORT-Cold"
"CORT-Cold600",0.0264394179964861,"CORT-Cold"
"CORT-Cold601",0.0452559308417473,"CORT-Cold"
"CORT-Cold602",0.0402588983840779,"CORT-Cold"
"CORT-Cold603",0.0330738655165313,"CORT-Cold"
"CORT-Cold604",0.0456948184240442,"CORT-Cold"
"CORT-Cold605",0.0506084224556271,"CORT-Cold"
"CORT-Cold606",0.0457284566700721,"CORT-Cold"
"CORT-Cold607",0.0476602374148188,"CORT-Cold"
"CORT-Cold608",0.053276227167253,"CORT-Cold"
"CORT-Cold609",0.0505673904904139,"CORT-Cold"
"CORT-Cold610",0.0312184296152801,"CORT-Cold"
"CORT-Cold611",0.0413341638682188,"CORT-Cold"
"CORT-Cold612",0.0317111508164775,"CORT-Cold"
"CORT-Cold613",0.0322700188275323,"CORT-Cold"
"CORT-Cold614",0.0531831998104254,"CORT-Cold"
"CORT-Cold615",0.0326041780268839,"CORT-Cold"
"CORT-Cold616",0.0434065281970813,"CORT-Cold"
"CORT-Cold617",0.0482979555570657,"CORT-Cold"
"CORT-Cold618",0.0441225078630271,"CORT-Cold"
"CORT-Cold619",0.0363155175503173,"CORT-Cold"
"CORT-Cold620",0.0577011881870011,"CORT-Cold"
"CORT-Cold621",0.0321799353535195,"CORT-Cold"
"CORT-Cold622",0.0485509313013268,"CORT-Cold"
"CORT-Cold623",0.044529999197313,"CORT-Cold"
"CORT-Cold624",0.0501591769313717,"CORT-Cold"
"CORT-Cold625",0.02969646976674,"CORT-Cold"
"CORT-Cold626",0.0442259991341147,"CORT-Cold"
"CORT-Cold627",0.0250394845698402,"CORT-Cold"
"CORT-Cold628",0.0428263640319209,"CORT-Cold"
"CORT-Cold629",0.0248178330971248,"CORT-Cold"
"CORT-Cold630",0.0377618538080008,"CORT-Cold"
"CORT-Cold631",0.03785453200335,"CORT-Cold"
"CORT-Cold632",0.0540647295775939,"CORT-Cold"
"CORT-Cold633",0.0295875457505459,"CORT-Cold"
"CORT-Cold634",0.0344287379349988,"CORT-Cold"
"CORT-Cold635",0.044312986922669,"CORT-Cold"
"CORT-Cold636",0.0468178209829707,"CORT-Cold"
"CORT-Cold637",0.0292266154115191,"CORT-Cold"
"CORT-Cold638",0.0453548866181287,"CORT-Cold"
"CORT-Cold639",0.0407300392690148,"CORT-Cold"
"CORT-Cold640",0.0448855751357623,"CORT-Cold"
"CORT-Cold641",0.0364354758217601,"CORT-Cold"
"CORT-Cold642",0.0425636947991334,"CORT-Cold"
"CORT-Cold643",0.0360268257226608,"CORT-Cold"
"CORT-Cold644",0.0370504457528176,"CORT-Cold"
"CORT-Cold645",0.0375969487472256,"CORT-Cold"
"CORT-Cold646",0.0398034509238619,"CORT-Cold"
"CORT-Cold647",0.0487309676248719,"CORT-Cold"
"CORT-Cold648",0.05921939656658,"CORT-Cold"
"CORT-Cold649",0.0392409174588776,"CORT-Cold"
"CORT-Cold650",0.0362197619268924,"CORT-Cold"
"CORT-Cold651",0.0429164422789384,"CORT-Cold"
"CORT-Cold652",0.028383312863132,"CORT-Cold"
"CORT-Cold653",0.0319298515790497,"CORT-Cold"
"CORT-Cold654",0.0510738747050646,"CORT-Cold"
"CORT-Cold655",0.0402012656906833,"CORT-Cold"
"CORT-Cold656",0.0391351645801382,"CORT-Cold"
"CORT-Cold657",0.0471056138100353,"CORT-Cold"
"CORT-Cold658",0.0448749395492308,"CORT-Cold"
"CORT-Cold659",0.0398355963669044,"CORT-Cold"
"CORT-Cold660",0.0368397225268953,"CORT-Cold"
"CORT-Cold661",0.0367166075559267,"CORT-Cold"
"CORT-Cold662",0.0341378311959564,"CORT-Cold"
"CORT-Cold663",0.0282935537158959,"CORT-Cold"
"CORT-Cold664",0.035364929466237,"CORT-Cold"
"CORT-Cold665",0.031374760249893,"CORT-Cold"
"CORT-Cold666",0.0345243345087327,"CORT-Cold"
"CORT-Cold667",0.0366453604926186,"CORT-Cold"
"CORT-Cold668",0.0302837590528728,"CORT-Cold"
"CORT-Cold669",0.0271975246608403,"CORT-Cold"
"CORT-Cold670",0.0345926989913267,"CORT-Cold"
"CORT-Cold671",0.0270141944984858,"CORT-Cold"
"CORT-Cold672",0.048149153835905,"CORT-Cold"
"CORT-Cold673",0.0353775816422936,"CORT-Cold"
"CORT-Cold674",0.056405786556252,"CORT-Cold"
"CORT-Cold675",0.0461069993968051,"CORT-Cold"
"CORT-Cold676",0.0438995398943886,"CORT-Cold"
"CORT-Cold677",0.0211551023522789,"CORT-Cold"
"CORT-Cold678",0.0474851148086302,"CORT-Cold"
"CORT-Cold679",0.0338568955792697,"CORT-Cold"
"CORT-Cold680",0.0540795335073171,"CORT-Cold"
"CORT-Cold681",0.0430373255531858,"CORT-Cold"
"CORT-Cold682",0.0550825799826777,"CORT-Cold"
"CORT-Cold683",0.0463492379136422,"CORT-Cold"
"CORT-Cold684",0.0329780265146728,"CORT-Cold"
"CORT-Cold685",0.0455959483707567,"CORT-Cold"
"CORT-Cold686",0.018125781875709,"CORT-Cold"
"CORT-Cold687",0.0464402018455977,"CORT-Cold"
"CORT-Cold688",0.0490629035031496,"CORT-Cold"
"CORT-Cold689",0.0448773811808719,"CORT-Cold"
"CORT-Cold690",0.0395026471714075,"CORT-Cold"
"CORT-Cold691",0.0579883466650093,"CORT-Cold"
"CORT-Cold692",0.0428889685359885,"CORT-Cold"
"CORT-Cold693",0.0557491488287875,"CORT-Cold"
"CORT-Cold694",0.0375705526558583,"CORT-Cold"
"CORT-Cold695",0.0677720290480961,"CORT-Cold"
"CORT-Cold696",0.0456006655878032,"CORT-Cold"
"CORT-Cold697",0.0593192297846105,"CORT-Cold"
"CORT-Cold698",0.0314882831006883,"CORT-Cold"
"CORT-Cold699",0.0375333242928269,"CORT-Cold"
"CORT-Cold700",0.0332392805756576,"CORT-Cold"
"CORT-Cold701",0.025433856604897,"CORT-Cold"
"CORT-Cold702",0.0475022727433687,"CORT-Cold"
"CORT-Cold703",0.026051127063491,"CORT-Cold"
"CORT-Cold704",0.0446505401650177,"CORT-Cold"
"CORT-Cold705",0.0436423545965034,"CORT-Cold"
"CORT-Cold706",0.0559314506723427,"CORT-Cold"
"CORT-Cold707",0.0401166877595674,"CORT-Cold"
"CORT-Cold708",0.0386285247445387,"CORT-Cold"
"CORT-Cold709",0.0389640753787543,"CORT-Cold"
"CORT-Cold710",0.0447319194726653,"CORT-Cold"
"CORT-Cold711",0.0342687711712933,"CORT-Cold"
"CORT-Cold712",0.0411920687930973,"CORT-Cold"
"CORT-Cold713",0.0413010433987947,"CORT-Cold"
"CORT-Cold714",0.0439502984936856,"CORT-Cold"
"CORT-Cold715",0.0305753243741818,"CORT-Cold"
"CORT-Cold716",0.0572029481262437,"CORT-Cold"
"CORT-Cold717",0.0620505383692599,"CORT-Cold"
"CORT-Cold718",0.0255412822870321,"CORT-Cold"
"CORT-Cold719",0.0591019691075853,"CORT-Cold"
"CORT-Cold720",0.0313113933192291,"CORT-Cold"
"CORT-Cold721",0.0454590023158418,"CORT-Cold"
"CORT-Cold722",0.0440175103490187,"CORT-Cold"
"CORT-Cold723",0.0413087598888178,"CORT-Cold"
"CORT-Cold724",0.0335104726285393,"CORT-Cold"
"CORT-Cold725",0.0372738805417741,"CORT-Cold"
"CORT-Cold726",0.0363562981007142,"CORT-Cold"
"CORT-Cold727",0.0552846460565696,"CORT-Cold"
"CORT-Cold728",0.0282705462665789,"CORT-Cold"
"CORT-Cold729",0.0285073177616315,"CORT-Cold"
"CORT-Cold730",0.0272589679914271,"CORT-Cold"
"CORT-Cold731",0.0346486073086525,"CORT-Cold"
"CORT-Cold732",0.0495114409915411,"CORT-Cold"
"CORT-Cold733",0.0430869524637427,"CORT-Cold"
"CORT-Cold734",0.0442147113642244,"CORT-Cold"
"CORT-Cold735",0.0577203770312033,"CORT-Cold"
"CORT-Cold736",0.0460729763920505,"CORT-Cold"
"CORT-Cold737",0.0397177431393758,"CORT-Cold"
"CORT-Cold738",0.0643492652639618,"CORT-Cold"
"CORT-Cold739",0.0430671634803516,"CORT-Cold"
"CORT-Cold740",0.0337629511933346,"CORT-Cold"
"CORT-Cold741",0.042695746822934,"CORT-Cold"
"CORT-Cold742",0.0446893406882184,"CORT-Cold"
"CORT-Cold743",0.043670437088949,"CORT-Cold"
"CORT-Cold744",0.0256174643553267,"CORT-Cold"
"CORT-Cold745",0.0388711790735711,"CORT-Cold"
"CORT-Cold746",0.0578229532323535,"CORT-Cold"
"CORT-Cold747",0.0285036596085328,"CORT-Cold"
"CORT-Cold748",0.0384752559780702,"CORT-Cold"
"CORT-Cold749",0.0319165427755829,"CORT-Cold"
"CORT-Cold750",0.0348953071180736,"CORT-Cold"
"CORT-Cold751",0.0586499329271318,"CORT-Cold"
"CORT-Cold752",0.031422114777483,"CORT-Cold"
"CORT-Cold753",0.0345747142342181,"CORT-Cold"
"CORT-Cold754",0.0398457246877596,"CORT-Cold"
"CORT-Cold755",0.0277734559566881,"CORT-Cold"
"CORT-Cold756",0.0553894188483156,"CORT-Cold"
"CORT-Cold757",0.0389662703665641,"CORT-Cold"
"CORT-Cold758",0.0445772452078086,"CORT-Cold"
"CORT-Cold759",0.0336496640873062,"CORT-Cold"
"CORT-Cold760",0.0303262439454923,"CORT-Cold"
"CORT-Cold761",0.0428048134628406,"CORT-Cold"
"CORT-Cold762",0.0481681034115619,"CORT-Cold"
"CORT-Cold763",0.0458033980819977,"CORT-Cold"
"CORT-Cold764",0.0424176964601658,"CORT-Cold"
"CORT-Cold765",0.0576628861002314,"CORT-Cold"
"CORT-Cold766",0.0396265068164677,"CORT-Cold"
"CORT-Cold767",0.0356593398479493,"CORT-Cold"
"CORT-Cold768",0.0416401553434773,"CORT-Cold"
"CORT-Cold769",0.0441341109020696,"CORT-Cold"
"CORT-Cold770",0.0449814158575673,"CORT-Cold"
"CORT-Cold771",0.0347544316546154,"CORT-Cold"
"CORT-Cold772",0.0306161082398041,"CORT-Cold"
"CORT-Cold773",0.0215498164928288,"CORT-Cold"
"CORT-Cold774",0.0342809852272176,"CORT-Cold"
"CORT-Cold775",0.0409881435470303,"CORT-Cold"
"CORT-Cold776",0.0366800861417643,"CORT-Cold"
"CORT-Cold777",0.0352925167972974,"CORT-Cold"
"CORT-Cold778",0.0395636855700065,"CORT-Cold"
"CORT-Cold779",0.0483391257064832,"CORT-Cold"
"CORT-Cold780",0.0400749552693304,"CORT-Cold"
"CORT-Cold781",0.0454795777842428,"CORT-Cold"
"CORT-Cold782",0.0414077972273932,"CORT-Cold"
"CORT-Cold783",0.0432379907325148,"CORT-Cold"
"CORT-Cold784",0.0514454546621437,"CORT-Cold"
"CORT-Cold785",0.0437261389696579,"CORT-Cold"
"CORT-Cold786",0.0132599223037126,"CORT-Cold"
"CORT-Cold787",0.0365737354512571,"CORT-Cold"
"CORT-Cold788",0.0588498234982468,"CORT-Cold"
"CORT-Cold789",0.0453565431267247,"CORT-Cold"
"CORT-Cold790",0.0510971066800652,"CORT-Cold"
"CORT-Cold791",0.0451972711057451,"CORT-Cold"
"CORT-Cold792",0.0335224628662215,"CORT-Cold"
"CORT-Cold793",0.0317222627200799,"CORT-Cold"
"CORT-Cold794",0.0299282547350961,"CORT-Cold"
"CORT-Cold795",0.0522396601189009,"CORT-Cold"
"CORT-Cold796",0.0267303865670229,"CORT-Cold"
"CORT-Cold797",0.0244129499526625,"CORT-Cold"
"CORT-Cold798",0.0408648803761018,"CORT-Cold"
"CORT-Cold799",0.0401288151044474,"CORT-Cold"
"CORT-Cold800",0.0443242349199414,"CORT-Cold"
"CORT-Cold801",0.0411053911634649,"CORT-Cold"
"CORT-Cold802",0.0378747092597909,"CORT-Cold"
"CORT-Cold803",0.0380848197372377,"CORT-Cold"
"CORT-Cold804",0.039009308309921,"CORT-Cold"
"CORT-Cold805",0.032164920423648,"CORT-Cold"
"CORT-Cold806",0.0330346346000641,"CORT-Cold"
"CORT-Cold807",0.0416044051117127,"CORT-Cold"
"CORT-Cold808",0.0205392579857955,"CORT-Cold"
"CORT-Cold809",0.0545703655446083,"CORT-Cold"
"CORT-Cold810",0.0328547866746227,"CORT-Cold"
"CORT-Cold811",0.0355231727387225,"CORT-Cold"
"CORT-Cold812",0.0437066127692646,"CORT-Cold"
"CORT-Cold813",0.0338423534151326,"CORT-Cold"
"CORT-Cold814",0.0421657369592615,"CORT-Cold"
"CORT-Cold815",0.044791289234033,"CORT-Cold"
"CORT-Cold816",0.0524476596976264,"CORT-Cold"
"CORT-Cold817",0.0482425500678138,"CORT-Cold"
"CORT-Cold818",0.0427619582949068,"CORT-Cold"
"CORT-Cold819",0.0515752755653779,"CORT-Cold"
"CORT-Cold820",0.0443825407084693,"CORT-Cold"
"CORT-Cold821",0.0344920573495879,"CORT-Cold"
"CORT-Cold822",0.0586860532019452,"CORT-Cold"
"CORT-Cold823",0.0290810690251404,"CORT-Cold"
"CORT-Cold824",0.0502695023037692,"CORT-Cold"
"CORT-Cold825",0.0447617996367161,"CORT-Cold"
"CORT-Cold826",0.0465031595294267,"CORT-Cold"
"CORT-Cold827",0.0383904446833792,"CORT-Cold"
"CORT-Cold828",0.0492852397392177,"CORT-Cold"
"CORT-Cold829",0.0446637405644208,"CORT-Cold"
"CORT-Cold830",0.0392214822431573,"CORT-Cold"
"CORT-Cold831",0.0379750866761165,"CORT-Cold"
"CORT-Cold832",0.033086215806629,"CORT-Cold"
"CORT-Cold833",0.0340022837791425,"CORT-Cold"
"CORT-Cold834",0.0401659295360169,"CORT-Cold"
"CORT-Cold835",0.0409473262505465,"CORT-Cold"
"CORT-Cold836",0.0395402644211239,"CORT-Cold"
"CORT-Cold837",0.0500608544721953,"CORT-Cold"
"CORT-Cold838",0.0442452815706774,"CORT-Cold"
"CORT-Cold839",0.040911322911163,"CORT-Cold"
"CORT-Cold840",0.038011050355005,"CORT-Cold"
"CORT-Cold841",0.0586518787752719,"CORT-Cold"
"CORT-Cold842",0.0427385884536608,"CORT-Cold"
"CORT-Cold843",0.0386437844301775,"CORT-Cold"
"CORT-Cold844",0.0344693356975913,"CORT-Cold"
"CORT-Cold845",0.0241197949206916,"CORT-Cold"
"CORT-Cold846",0.0461735607978758,"CORT-Cold"
"CORT-Cold847",0.0322095018515016,"CORT-Cold"
"CORT-Cold848",0.0378849819083032,"CORT-Cold"
"CORT-Cold849",0.0465252807554387,"CORT-Cold"
"CORT-Cold850",0.0385155062637307,"CORT-Cold"
"CORT-Cold851",0.037009221222957,"CORT-Cold"
"CORT-Cold852",0.0406427872370119,"CORT-Cold"
"CORT-Cold853",0.0430535405484426,"CORT-Cold"
"CORT-Cold854",0.0306800318888531,"CORT-Cold"
"CORT-Cold855",0.0343233460512502,"CORT-Cold"
"CORT-Cold856",0.0511601757043833,"CORT-Cold"
"CORT-Cold857",0.0400097297742434,"CORT-Cold"
"CORT-Cold858",0.0422617704789022,"CORT-Cold"
"CORT-Cold859",0.0456832586646625,"CORT-Cold"
"CORT-Cold860",0.042549248009308,"CORT-Cold"
"CORT-Cold861",0.0426381525692075,"CORT-Cold"
"CORT-Cold862",0.0452819312752079,"CORT-Cold"
"CORT-Cold863",0.0254033744292314,"CORT-Cold"
"CORT-Cold864",0.0457122019662029,"CORT-Cold"
"CORT-Cold865",0.0384877666231379,"CORT-Cold"
"CORT-Cold866",0.0516433954091276,"CORT-Cold"
"CORT-Cold867",0.0464796618386079,"CORT-Cold"
"CORT-Cold868",0.0492672003478382,"CORT-Cold"
"CORT-Cold869",0.0325541534641938,"CORT-Cold"
"CORT-Cold870",0.0321933691671228,"CORT-Cold"
"CORT-Cold871",0.0341287215744105,"CORT-Cold"
"CORT-Cold872",0.0456238022852409,"CORT-Cold"
"CORT-Cold873",0.0274475319320758,"CORT-Cold"
"CORT-Cold874",0.0545123103964768,"CORT-Cold"
"CORT-Cold875",0.0441006124947701,"CORT-Cold"
"CORT-Cold876",0.055760586923576,"CORT-Cold"
"CORT-Cold877",0.0372924613652411,"CORT-Cold"
"CORT-Cold878",0.0348838789690598,"CORT-Cold"
"CORT-Cold879",0.0401176037968713,"CORT-Cold"
"CORT-Cold880",0.0407487449188598,"CORT-Cold"
"CORT-Cold881",0.0333345651856341,"CORT-Cold"
"CORT-Cold882",0.0361221961394781,"CORT-Cold"
"CORT-Cold883",0.0469251344935775,"CORT-Cold"
"CORT-Cold884",0.0308112485158023,"CORT-Cold"
"CORT-Cold885",0.028974908124692,"CORT-Cold"
"CORT-Cold886",0.0523644478254474,"CORT-Cold"
"CORT-Cold887",0.046079917111291,"CORT-Cold"
"CORT-Cold888",0.0543331807097738,"CORT-Cold"
"CORT-Cold889",0.0589250967846742,"CORT-Cold"
"CORT-Cold890",0.0304567379897013,"CORT-Cold"
"CORT-Cold891",0.0237417331522751,"CORT-Cold"
"CORT-Cold892",0.0404984243192022,"CORT-Cold"
"CORT-Cold893",0.0454093551304142,"CORT-Cold"
"CORT-Cold894",0.0387990355933567,"CORT-Cold"
"CORT-Cold895",0.0516225144960205,"CORT-Cold"
"CORT-Cold896",0.0612041071903914,"CORT-Cold"
"CORT-Cold897",0.0293620724717596,"CORT-Cold"
"CORT-Cold898",0.0536124612934766,"CORT-Cold"
"CORT-Cold899",0.0240419425791091,"CORT-Cold"
"CORT-Cold900",0.0665665806715849,"CORT-Cold"
"CORT-Cold901",0.0286967619127646,"CORT-Cold"
"CORT-Cold902",0.0431126632622275,"CORT-Cold"
"CORT-Cold903",0.0376861322801046,"CORT-Cold"
"CORT-Cold904",0.0332051896238722,"CORT-Cold"
"CORT-Cold905",0.0304984173681255,"CORT-Cold"
"CORT-Cold906",0.0443816534637976,"CORT-Cold"
"CORT-Cold907",0.0487539968614409,"CORT-Cold"
"CORT-Cold908",0.0398294634596472,"CORT-Cold"
"CORT-Cold909",0.0413697550946158,"CORT-Cold"
"CORT-Cold910",0.0510021502527887,"CORT-Cold"
"CORT-Cold911",0.04833380454345,"CORT-Cold"
"CORT-Cold912",0.03879669517394,"CORT-Cold"
"CORT-Cold913",0.0461625061342557,"CORT-Cold"
"CORT-Cold914",0.0534048966112957,"CORT-Cold"
"CORT-Cold915",0.0292028281815406,"CORT-Cold"
"CORT-Cold916",0.0365543838823345,"CORT-Cold"
"CORT-Cold917",0.0444652517860544,"CORT-Cold"
"CORT-Cold918",0.0447335126866207,"CORT-Cold"
"CORT-Cold919",0.0493383777489765,"CORT-Cold"
"CORT-Cold920",0.0562030115640001,"CORT-Cold"
"CORT-Cold921",0.0530489652682702,"CORT-Cold"
"CORT-Cold922",0.0402058222031013,"CORT-Cold"
"CORT-Cold923",0.053491322781993,"CORT-Cold"
"CORT-Cold924",0.050211787696025,"CORT-Cold"
"CORT-Cold925",0.0441134656540602,"CORT-Cold"
"CORT-Cold926",0.0388692584203815,"CORT-Cold"
"CORT-Cold927",0.0445226538959848,"CORT-Cold"
"CORT-Cold928",0.0458691350185384,"CORT-Cold"
"CORT-Cold929",0.045175623500788,"CORT-Cold"
"CORT-Cold930",0.0430559314302217,"CORT-Cold"
"CORT-Cold931",0.0470526624272477,"CORT-Cold"
"CORT-Cold932",0.033032957354923,"CORT-Cold"
"CORT-Cold933",0.0369570991269582,"CORT-Cold"
"CORT-Cold934",0.0283273993656976,"CORT-Cold"
"CORT-Cold935",0.035516796868578,"CORT-Cold"
"CORT-Cold936",0.0271388030517451,"CORT-Cold"
"CORT-Cold937",0.0342760959695976,"CORT-Cold"
"CORT-Cold938",0.0316331626493337,"CORT-Cold"
"CORT-Cold939",0.0351867970471889,"CORT-Cold"
"CORT-Cold940",0.029467125910314,"CORT-Cold"
"CORT-Cold941",0.0341474676843005,"CORT-Cold"
"CORT-Cold942",0.0198017681071713,"CORT-Cold"
"CORT-Cold943",0.0370644479546823,"CORT-Cold"
"CORT-Cold944",0.0365770747633111,"CORT-Cold"
"CORT-Cold945",0.064029178439885,"CORT-Cold"
"CORT-Cold946",0.0458899515128556,"CORT-Cold"
"CORT-Cold947",0.0442072872529556,"CORT-Cold"
"CORT-Cold948",0.0498713813329177,"CORT-Cold"
"CORT-Cold949",0.0379609054237162,"CORT-Cold"
"CORT-Cold950",0.0487614703561126,"CORT-Cold"
"CORT-Cold951",0.0255909135516863,"CORT-Cold"
"CORT-Cold952",0.0445014654453857,"CORT-Cold"
"CORT-Cold953",0.0464729642484858,"CORT-Cold"
"CORT-Cold954",0.0354864629004403,"CORT-Cold"
"CORT-Cold955",0.0495541382087236,"CORT-Cold"
"CORT-Cold956",0.0432274877428887,"CORT-Cold"
"CORT-Cold957",0.0423514404434981,"CORT-Cold"
"CORT-Cold958",0.0461005488309267,"CORT-Cold"
"CORT-Cold959",0.0315453044293466,"CORT-Cold"
"CORT-Cold960",0.045070669075117,"CORT-Cold"
"CORT-Cold961",0.0351934288440976,"CORT-Cold"
"CORT-Cold962",0.039030677239924,"CORT-Cold"
"CORT-Cold963",0.0454294525362002,"CORT-Cold"
"CORT-Cold964",0.0457061069822846,"CORT-Cold"
"CORT-Cold965",0.0450056352429839,"CORT-Cold"
"CORT-Cold966",0.0312742844216127,"CORT-Cold"
